,gender,hit_answered_date,hit_creation_date,household_income,household_size,location_city,location_country,location_region,marital_status,post_to_completion_secs,worker_id,year_of_birth,Age
3941,female,43:52.8,27:10.0,"$60,000-$74,999",2,modesto,US,ca,single,1002,a48a6b4ee7267683aa46419c5bb45835,1968,48
3942,female,43:24.2,42:08.0,"$100,000 or more",4,brick,US,nj,single,76,619db5cd276d1b4a2f75f536b2393336,1994,22
3943,female,36:14.4,12:09.0,"$40,000-$59,999",4,schertz,US,tx,married,1445,7a0858bb758a2083a12bed009cb728fc,1982,34
3944,female,22:45.6,57:09.0,"Less than $10,000",2,kaluga,RU,klu,divorced,1536,8773c02c7d65bee0a1d7a321a7848308,1970,46
3945,male,43:16.6,42:09.0,"$15,000-$24,999",4,coimbatore,IN,tn,single,67,972071c9138674d7970d71322b68a436,1994,22
3946,female,35:49.5,12:08.0,"$25,000-$39,999",2,miami,US,fl,single,5021,28082a0ca56f0d09958a77add7e60e9a,1990,26
3947,male,29:16.2,27:09.0,"$40,000-$59,999",5+,omaha,US,ne,married,127,03f6eb07e5782f042f97c700e13e376a,1975,41
3948,male,14:08.6,12:09.0,"$25,000-$39,999",2,san antonio,US,tx,married,119,32823e401725a7108cc9feb17b4ac2bc,1980,36
3949,female,02:23.1,57:09.0,"$75,000-$99,999",4,grand haven,US,mi,married,314,b0f043eb2859b3d067aab831129fa1cd,1976,40
3950,female,53:11.9,42:09.0,"$40,000-$59,999",4,sacramento,US,ca,married,662,94fde5fe24a37ac41647f8cfbc57e429,1982,34
3951,female,28:09.5,27:09.0,"Less than $10,000",2,sylacauga,US,al,single,60,32809be8937e27b81b4d2a82f79f6854,1972,44
3952,female,58:09.6,57:09.0,"$25,000-$39,999",1,quincy,US,ma,single,60,ad5606a53afd23b957e3aaf7c811796d,1979,37
3953,male,58:03.3,42:10.0,"$25,000-$39,999",3,las vegas,US,nv,married,953,9ea612fd8b7364c732bea706a77aa50b,1987,29
3954,male,47:23.3,27:09.0,"$100,000 or more",4,beloit,US,wi,married,1214,7022161fa955e7f719de23d9a24036d6,1979,37
3955,female,39:27.0,12:09.0,"$60,000-$74,999",3,canton,US,mi,engaged,1638,52f454de1df1656b13ef496972789424,1985,31
3956,male,13:36.5,57:09.0,"Less than $10,000",1,?,IN,?,single,987,06db2b8baabc0517ddbd2b824d9c2922,1989,27
3957,male,45:42.5,42:08.0,"Less than $10,000",1,?,IN,?,married,214,8b3b1a4d3e2fcc408ba339553cd047f6,1980,36
3958,female,38:36.6,27:10.0,"$40,000-$59,999",2,carlisle,US,pa,married,4286,2cefd1fee9c0a01bb4afc7faef615bf4,1962,54
3959,female,28:26.3,27:09.0,"$25,000-$39,999",5+,saint paul,US,mn,engaged,77,7b6e93e110acbd1156427e0b647c4733,1986,30
3960,male,18:14.2,12:09.0,"$100,000 or more",2,san antonio,US,tx,single,365,a84db2979e84cef4b182607b62572b74,1984,32
3961,male,08:32.7,57:09.0,"$15,000-$24,999",5+,dallas,US,tx,married,683,6ebdb60c50b9136f60a318ca37cfaadd,1983,33
3962,female,57:11.4,42:10.0,"$40,000-$59,999",1,montebello,US,ca,single,901,503346a983de909a438413c0cd4c62fe,1988,28
3963,female,28:29.0,12:09.0,"$15,000-$24,999",1,kalamazoo,US,mi,single,980,accbf566ae920d6260d28454e1ee0d6a,1968,48
3964,female,07:57.2,57:09.0,"$25,000-$39,999",1,north highlands,US,ca,divorced,648,3dc5cde4733092d00de501a0cf9ca611,1957,59
3965,male,48:06.2,42:08.0,"Less than $10,000",5+,chennai,IN,tn,single,358,e1b20a419221243d202bc7602389491f,1990,26
3966,female,27:51.8,27:10.0,"$15,000-$24,999",3,rochester,US,nh,married,41,e4a3b3ebacf04450785d51daa8ba39f9,1995,21
3967,male,24:20.3,12:09.0,"$15,000-$24,999",1,girard,US,oh,single,731,f12c3998633c636217e48474131f0717,1951,65
3968,female,01:20.1,57:08.0,"$40,000-$59,999",4,universal city,US,tx,cohabitating,252,443e825f89d121cbb2d795ecfacb4f92,1984,32
3969,male,44:43.8,42:08.0,"$15,000-$24,999",2,bangalore,IN,ka,married,155,3286f3ec8c29e300c865973b5f3eb1a3,1988,28
3970,female,32:09.8,27:09.0,"$40,000-$59,999",2,toledo,US,oh,cohabitating,300,541d0710874e8b5c90df853aabe24d4b,1995,21
3971,female,18:09.5,12:10.0,"$60,000-$74,999",2,dayton,US,oh,engaged,359,4ce16b2e9e834efbe52d96508489cef0,1956,60
3972,female,15:34.7,12:23.0,"$100,000 or more",3,medford,US,nj,married,3791,8fdfe956c290655c448e2c296a19b91c,1962,54
3973,female,57:54.8,57:10.0,"$25,000-$39,999",2,muskegon,US,mi,married,44,c611d3dbe42440d5235b403b0992df41,1953,63
3974,male,43:51.9,42:10.0,"$60,000-$74,999",4,annandale,US,va,single,101,1637a2ffdacc310b9a817786374e8def,1995,21
3975,female,35:05.3,27:08.0,"$40,000-$59,999",3,rockford,US,oh,married,7677,968ef63e9ca498a4fdcb9702c33fa236,1987,29
3976,male,33:54.2,27:10.0,"$60,000-$74,999",3,woodbury,US,nj,single,404,39185ba13fc18f277b253f2e4ce0f66d,1987,29
3977,female,14:47.7,57:12.0,"$75,000-$99,999",2,palmetto,US,fl,married,1055,4d6c18ebd773f569effbbd495b441d1a,1966,50
3978,male,44:13.6,42:12.0,"$25,000-$39,999",2,davenport,US,ia,cohabitating,121,e28abd2b32b32e0443036bdf89bac1fb,1988,28
3979,female,35:58.6,27:12.0,"$25,000-$39,999",4,hyderabad,IN,ap,married,526,7b2d4d9e938bdbeeb2d26665123e60a2,1978,38
3980,male,30:01.9,12:13.0,"Less than $10,000",2,chandigarh,IN,ch,single,1068,05fb34ef84dfebcea1b4cb17643179ae,1987,29
3981,female,11:07.6,57:10.0,"$100,000 or more",5+,corry,US,pa,married,837,f1376ebc68c1beb6c8ed366c32a752cb,1977,39
3982,female,49:07.1,42:10.0,"$25,000-$39,999",2,bemidji,US,mn,single,417,f34b36ff281141cbfb05c4ab67981b3e,1987,29
3983,female,47:54.4,,"$75,000-$99,999",3,gaylord,US,mi,married,,29ea6933cd68556a66065abde02618bd,1984,32
3984,female,31:37.0,12:09.0,"$40,000-$59,999",2,burton upon trent,GB,eng,married,1167,5f26aa700fa01f24ba459f80706b0aff,1979,37
3985,female,16:24.8,42:08.0,"Less than $10,000",2,?,IN,?,married,5656,c5b5566e0e55fad4d4c7c09b1256daec,1983,33
3986,male,13:50.5,57:10.0,"$25,000-$39,999",1,liverpool,GB,eng,single,1000,6a4cdd4426bf7c22f37e36a36633b2c1,1985,31
3987,female,05:41.5,27:09.0,"$40,000-$59,999",3,staunton,US,il,married,2312,5515f3ae7aca79fa78740624fdcbfc5f,1966,50
3988,male,59:37.9,42:09.0,"Less than $10,000",3,erode,IN,tn,married,1048,17750432347aa09e1d423bae2f2fb1a1,1983,33
3989,female,35:48.7,57:09.0,"Less than $10,000",5+,erode,IN,tn,married,2319,e350066f36d702b10aa3e43e6af26f69,1986,30
3990,female,35:48.5,,"Less than $10,000",5+,erode,IN,tn,married,,e350066f36d702b10aa3e43e6af26f69,1986,30
3991,male,15:20.4,12:09.0,"Less than $10,000",2,bangalore,IN,ka,married,191,6872bf4a6e432a961a3e0fca9f23cc10,1989,27
3992,male,09:08.8,27:09.0,"$10,000-$14,999",1,jakarta,ID,jk,single,2519,dea049b552d8804d85c664c3fbb7f796,1993,23
3993,male,03:01.5,12:09.0,"$25,000-$39,999",1,hurricane,US,wv,single,6652,d4dbedc1e944473f4d274fa30c71be02,1985,31
3994,female,29:05.8,57:09.0,"$15,000-$24,999",3,pensacola,US,fl,single,1916,b62087af996552f98e5f865c618c9126,1964,52
3995,male,14:03.1,12:09.0,"$40,000-$59,999",3,missouri city,US,tx,single,114,a5b3b9d3cee1dd6c92a4e8a92fcda196,1982,34
3996,male,43:08.9,42:08.0,"$15,000-$24,999",1,buffalo,US,ny,single,60,ec9abb1cc5cd0548835e7ad85c4315cb,1983,33
3997,female,27:43.9,27:08.0,"$25,000-$39,999",1,cambridge,US,ma,single,35,3ee130473a68a810fa64957e36500330,1982,34
3998,female,00:55.1,42:09.0,"$75,000-$99,999",2,fresno,US,ca,married,1126,2e3e09eda6523987f196cb8f9a691de8,1984,32
3999,male,00:25.9,57:08.0,"$75,000-$99,999",4,sulingen,DE,ni,married,197,975394995eb2ae3794c312a869f11d96,1985,31
4000,female,46:27.9,27:09.0,"$25,000-$39,999",3,chennai,IN,tn,married,1158,e0210d56313633a777767a223d702ec9,1960,56
4001,male,37:43.2,12:09.0,"$10,000-$14,999",4,dhaka,BD,?,married,1534,53dc6013ddebfa4a7345f4893a992439,1989,27
4002,male,16:26.9,57:09.0,"$15,000-$24,999",2,oconomowoc,US,wi,single,1157,331aea6121c49a8879c9b8dc16aba74d,1985,31
4003,male,44:54.7,42:09.0,"Less than $10,000",4,chennai,IN,tn,single,165,f10f7bf15ee2771756b70d6b4826d351,1991,25
4004,female,28:54.5,27:09.0,"$40,000-$59,999",3,clarksville,US,tn,divorced,105,1a259e1672c1171803c8c6f7afa60480,1982,34
4005,male,15:59.5,12:10.0,"$15,000-$24,999",2,denver,US,co,married,229,0d89aed2d84f704d65df590f7c308631,1951,65
4006,male,10:44.4,57:09.0,"$15,000-$24,999",1,murrieta,US,ca,single,815,36c36413518fe5851abb4cbbcee61e54,1995,21
4007,male,58:39.9,42:09.0,"$100,000 or more",2,new york,US,ny,single,990,9dc02fb6f2b49056f6406c1250c88218,1968,48
4008,male,44:54.5,27:09.0,"$40,000-$59,999",1,memphis,US,tn,single,1065,0c3202919b81121d8032f00a33cb8fe8,1971,45
4009,male,13:17.0,12:09.0,"$40,000-$59,999",2,atlanta,US,ga,cohabitating,68,c588bad8e3d04bf7b576fe075e5bf656,1988,28
4010,male,13:08.1,57:09.0,"$75,000-$99,999",4,?,US,?,engaged,959,074e9443c59334527046d6bfb6ca4a7c,1995,21
4011,female,51:53.4,27:09.0,"$40,000-$59,999",2,nesquehoning,US,pa,single,1484,e97397bc799d546e4034bd8d887e1fb2,1960,56
4012,female,47:05.7,42:09.0,"$75,000-$99,999",3,midland,US,tx,married,296,34fb930e871176b1185548f27ec1c63d,1987,29
4013,male,21:17.8,12:10.0,"$10,000-$14,999",5+,kingston,JM,?,single,547,42ef4be926d89787b6bd947c24acbe89,1994,22
4014,male,58:41.0,57:11.0,"$40,000-$59,999",4,cincinnati,US,oh,single,90,fa525be1d7588e9281e787a18c5b8b20,1993,23
4015,male,47:58.3,42:12.0,"$25,000-$39,999",5+,pueblo,US,co,divorced,346,78efc16c0a8c47cafd9cc0e93d54edcd,1980,36
4016,female,37:22.5,27:12.0,"$40,000-$59,999",1,austin,US,tx,divorced,610,58fc1d3fbc734b283570e5d41587b099,1948,68
4017,male,24:22.2,12:12.0,"$75,000-$99,999",2,milwaukee,US,wi,single,730,e17f22758c8dfb74fe97f2984bcddc47,1986,30
4018,male,05:35.3,12:10.0,"$60,000-$74,999",3,?,CO,?,single,3205,54873b97996d2d56d3b1c6a7198a912f,1991,25
4019,male,58:50.3,57:12.0,"$100,000 or more",3,chandler,US,az,single,98,3c3a13065dbc65a938059345fc8bbe24,1991,25
4020,male,46:34.2,42:10.0,"$40,000-$59,999",5+,wichita,US,ks,married,264,f4ef67c8400fe0b69348b4e4de2ea107,1975,41
4021,male,39:40.6,27:10.0,"$10,000-$14,999",1,st. catharines,CA,on,single,750,31156e524b73be4504da15a33c039629,1991,25
4022,female,04:01.2,57:10.0,"$75,000-$99,999",4,?,IN,?,married,411,6e273fc9e4361842e61a7c351e4f0478,1990,26
4023,male,48:45.1,42:11.0,"$75,000-$99,999",4,athens,US,al,engaged,394,2be52c94d5912dceb160e7c1417934ff,1994,22
4024,female,32:20.5,27:10.0,"$100,000 or more",2,madison,US,wi,cohabitating,310,3959a093c0224a10efe54ed490ce5ec4,1967,49
4025,female,31:44.5,57:10.0,"$75,000-$99,999",4,portland,US,or,cohabitating,9274,7ecd325d0cfba125a63ab78ef4ce156f,1985,31
4026,male,15:11.2,12:10.0,"$75,000-$99,999",2,tampa,US,fl,single,181,29871818a95c7fbeceaa1006c4f798cb,1990,26
4027,male,59:30.9,57:11.0,"$100,000 or more",4,pearl river,US,ny,single,139,74d753b81f430c4e3d6fb37e07f7742d,1997,19
4028,male,46:23.7,42:11.0,"Less than $10,000",1,petersburg,US,va,single,252,e9caf8c125a2d0f8ebac24e603b1202e,1967,49
4029,female,45:55.2,42:17.0,"$100,000 or more",4,auburn,US,al,cohabitating,7418,3ef3756fbd2082711f58061933f7eb4a,1991,25
4030,male,35:26.7,27:10.0,"$25,000-$39,999",5+,?,US,?,single,496,9ea8dd938bf25f3f75e4cd685fbf61ea,1990,26
4031,male,13:39.9,12:10.0,"Less than $10,000",3,?,US,?,married,89,2dfd662d3747dcc55d96bb7cb68fba09,1985,31
4032,male,02:51.2,42:10.0,"$40,000-$59,999",3,santiago de surco,PE,lim,single,1241,591b2bedff46080a8f300451ceb98e98,1992,24
4033,female,00:30.0,57:12.0,"$75,000-$99,999",3,mobile,US,al,single,197,50080cb2016d8b66ca8b86ba03510610,1986,30
4034,female,29:08.1,27:10.0,"$25,000-$39,999",1,austin,US,tx,single,118,47f64a6b9c70b2746ec72ec91c0be4c5,1991,25
4035,male,15:09.7,12:11.0,"Less than $10,000",5+,?,IN,?,single,178,66014cd86c8e9de429d6e89b397b0292,1990,26
4036,female,49:07.3,42:11.0,"$40,000-$59,999",2,miami,US,fl,divorced,4016,5b5fa78ece88da4a6f02f80d8d35e3de,1973,43
4037,female,39:08.0,27:12.0,"$100,000 or more",4,elkton,US,va,single,716,9100e0174287130af3db0fac71073fe8,1995,21
4038,male,16:14.4,12:12.0,"$25,000-$39,999",1,denver,US,co,single,242,3b35249a8df3fd9b5854640b315b3f62,1982,34
4039,female,05:59.2,57:10.0,"$25,000-$39,999",1,aliquippa,US,pa,single,529,d331fc367d20b038d6311ed482a91d1f,1992,24
4040,female,30:21.4,12:13.0,"$75,000-$99,999",2,columbia,US,sc,cohabitating,1088,2679e172f093644e7776cae388f0c983,1976,40
4041,female,28:02.6,27:12.0,"$60,000-$74,999",2,post falls,US,id,cohabitating,50,b2deff66e927c844000ff3bfe6cb505c,1993,23
4042,female,19:20.3,42:11.0,"$25,000-$39,999",1,denver,US,co,single,2229,337f27c950bd7e03e085e4a4cfcbb046,1982,34
4043,female,59:19.5,57:13.0,"$100,000 or more",4,rochester,US,ny,married,126,ba5e6bbbf3006dbadf6a05e829cd26f6,1976,40
4044,male,52:16.0,12:12.0,"Less than $10,000",3,cuneo,IT,cn,single,2404,f32856ed0ae340662941cc0167a94f4e,1989,27
4045,male,51:21.9,42:13.0,"$25,000-$39,999",4,columbia,US,sc,married,4148,aeb8cb11dad6eb65413c8155a2310ffe,1989,27
4046,female,47:28.0,27:10.0,"$10,000-$14,999",1,akron,US,oh,divorced,1217,8943056df5bb896f9995dedd8f786caf,1961,55
4047,female,59:33.5,57:14.0,"$25,000-$39,999",1,rosemead,US,ca,single,139,d4d0cd1ae06f54909291d34ddd6ab497,1989,27
4048,female,33:45.0,27:11.0,"$25,000-$39,999",2,keene,US,nh,engaged,394,878e941efb27ac776a5e40818581683d,1986,30
4049,female,15:55.3,12:11.0,"$60,000-$74,999",5+,choctaw,US,ok,cohabitating,224,084eee5c889e3c89a510112bd376a909,1977,39
4050,female,59:03.3,57:12.0,"$60,000-$74,999",3,minneapolis,US,mn,married,111,a4290c20d5d3cd92b9883d63074501cc,1990,26
4051,female,43:40.8,42:11.0,"$25,000-$39,999",3,rockford,US,il,engaged,89,f2540131a5b45254b6fab53d9615feeb,1988,28
4052,male,32:42.7,27:10.0,"Less than $10,000",3,?,IN,?,single,332,dfc3408a64f7c354382bada0b174f83a,1989,27
4053,male,32:36.5,12:10.0,"$75,000-$99,999",3,houston,US,tx,married,1226,dc95834926163c1a46c910bec2c57957,1978,38
4054,female,57:52.6,57:18.0,"$10,000-$14,999",4,hugoton,US,ks,divorced,34,9341cb1bee36f67cc4666894ac51f7fa,1982,34
4055,male,54:08.8,42:09.0,"$25,000-$39,999",5+,batavia,US,ny,married,719,f390456965dcf611869ccdcecb8bc1f0,1974,42
4056,female,43:04.6,57:10.0,"$10,000-$14,999",5+,chicago,US,il,married,2754,d9f1882cec36d9e7cf60efcc8b8396e8,1973,43
4057,male,29:52.8,27:11.0,"$75,000-$99,999",5+,killeen,US,tx,married,161,4e5fbd067af7fb7a6143a06833e21e56,1978,38
4058,male,22:38.4,12:11.0,"Less than $10,000",1,elizabeth city,US,nc,single,627,aeaa27d092ace09c9c6031c7dd1b38c9,1986,30
4059,male,00:34.6,42:10.0,"$25,000-$39,999",2,reed city,US,mi,married,1104,cce91570dc429965517408433f9fd817,1982,34
4060,female,33:58.8,27:10.0,"$25,000-$39,999",4,oxford,US,al,married,408,e9954794fe532005cb28d3569551059f,1981,35
4061,female,17:41.0,12:10.0,"$75,000-$99,999",4,medway,US,ma,married,331,9a3e3e7f8bed33152652668714988b9a,1964,52
4062,female,12:52.5,57:10.0,"$60,000-$74,999",2,pittsburgh,US,pa,married,942,1ebe1054f8febb8d3845e70ecbf8f90b,1972,44
4063,male,52:25.7,42:10.0,"$75,000-$99,999",4,seymour,US,ct,single,615,c258a5c79ad418d88fbc148b131d9fd9,1994,22
4064,female,47:26.8,57:10.0,"$40,000-$59,999",3,tucson,US,az,married,3016,a7f8d568a9b7ba57664f5d005a18dc9b,1981,35
4065,female,33:54.1,27:10.0,"$60,000-$74,999",5+,bangalore,IN,ka,married,404,a39ab53276b63b6bc6e17b22cb2125f7,1982,34
4066,female,27:27.6,12:10.0,"$60,000-$74,999",2,minneapolis,US,mn,cohabitating,917,69dd2b39c8fa4529f9440798880302b8,1986,30
4067,female,16:11.5,42:10.0,"$15,000-$24,999",2,carol stream,US,il,divorced,2041,fd98ddeb9553be62883164ac2be81ad8,1976,40
4068,female,09:37.8,12:11.0,"$75,000-$99,999",5+,west haven,US,ct,married,3446,dda0c6c50faac70ad3732f94d34c028d,1976,40
4069,female,38:42.2,27:11.0,"$15,000-$24,999",1,new york,US,ny,single,691,c671b2dbe00533762f90bc02ab924f17,1956,60
4070,female,22:37.6,42:09.0,"$25,000-$39,999",3,durand,US,mi,divorced,6028,f864aeb699c987837fb17a5fe70863b4,1950,66
4071,female,09:48.7,57:09.0,"$40,000-$59,999",2,indianapolis,US,in,engaged,759,ff360c2ea8ec1d6c2245b7ac7c5f69e9,1990,26
4072,male,00:34.8,42:09.0,"$40,000-$59,999",4,san martin de los andes,AR,q,married,1105,afaa118917b101bf3a7508c63544a13b,1972,44
4073,female,28:25.6,27:10.0,"$100,000 or more",4,plymouth,US,in,married,75,dfa64471059d640da1d2e3cb29ea5a6c,1983,33
4074,male,22:02.9,27:09.0,"$100,000 or more",4,new york,US,ny,married,14093,7f9ac98dba169311a3a5914763572564,1974,42
4075,male,13:11.4,12:09.0,"$75,000-$99,999",4,shelbyville,US,ky,married,62,4d3e42598da4ae3bfe5f07497d305b4b,1974,42
4076,female,58:44.9,57:09.0,"$15,000-$24,999",4,chennai,IN,tn,married,95,8c5a56a2c9bc8ea7c73a94158637a075,1980,36
4077,male,56:36.6,57:09.0,"$10,000-$14,999",4,chennai,IN,tn,single,3567,df8c9e74a89adf6593ce0686f784cc96,1970,46
4078,male,35:44.8,12:08.0,"$25,000-$39,999",2,camberley,GB,eng,single,1416,8be14d711c1e39f82216ffbaa7ab8f10,1980,36
4079,male,33:13.3,27:09.0,"$75,000-$99,999",2,tomball,US,tx,married,364,b1cd5341a7462b29ad8b5e4d32a81674,1986,30
4080,male,09:51.6,27:08.0,"$75,000-$99,999",2,washtenaw county,US,mi,married,2563,b9e2a83de4477cf49c7456bbd52e6ca9,1984,32
4081,male,00:45.5,42:09.0,"$40,000-$59,999",3,gardiner,US,me,married,1116,0d21752976de9007b9c700c5b9a7d2af,1966,50
4082,female,50:53.1,12:09.0,"$25,000-$39,999",4,fulton,US,ms,married,2324,12194066df63b10957a2b6209af75daa,1957,59
4083,female,38:50.2,12:09.0,"$40,000-$59,999",5+,anchorage,US,ak,married,5201,29385c5903d7c5cb2a8064d5f3022cdb,1976,40
4084,female,07:31.4,12:09.0,"$60,000-$74,999",4,hollidaysburg,US,pa,cohabitating,10522,4eac6f0123add22c39f61d696965d61f,1976,40
4085,male,00:45.2,57:09.0,"$100,000 or more",2,altamonte springs,US,fl,married,216,f81bb158489509887764a5ab7e95a952,1952,64
4086,male,58:12.5,27:09.0,"$60,000-$74,999",3,pape'ete,PF,?,single,1863,9c182b8a637c461f411b058ba490c7f1,1984,32
4087,male,50:58.8,42:09.0,"Less than $10,000",5+,hyderabad,IN,ap,married,529,f304bb14a305006fad182342958780eb,1981,35
4088,male,43:45.6,57:08.0,"$25,000-$39,999",5+,lucknow,IN,up,married,2797,74f3526b7642612d196b45781dacb5d8,1978,38
4089,female,38:10.5,42:09.0,"$15,000-$24,999",2,chincoteague island,US,va,married,6961,12a5d97b076839ce66134f5b1188fb87,1968,48
4090,female,51:13.4,42:08.0,"$25,000-$39,999",3,gainesville,US,fl,single,545,a6ea775bda393391f005064a20b2560d,1967,49
4091,male,31:39.5,57:08.0,"Less than $10,000",3,chennai,IN,tn,married,2071,cb8810f9d7b538c207f912d5e20257b1,1977,39
4092,female,17:00.7,12:08.0,"$10,000-$14,999",4,chennai,IN,tn,engaged,292,10a42a6d216774b3a393260d0fdcc122,1990,26
4093,female,53:15.0,27:08.0,"$40,000-$59,999",3,?,US,?,single,8766,ec9dd0dd61a36342ddef300d39b676a5,1993,23
4094,male,41:54.4,27:09.0,"Less than $10,000",1,starkville,US,ms,single,885,8ed8187484f2d6c52cefa3afc493ff8e,1988,28
4095,male,12:26.2,42:08.0,"$25,000-$39,999",1,spring,US,tx,single,5418,cf62733592a47844b6867ad223de0c98,1989,27
4096,male,01:06.7,57:08.0,"$100,000 or more",5+,melbourne,AU,vic,single,238,52be28c0c86382a7e16a137140765af3,1982,34
4097,female,43:23.7,42:08.0,"$25,000-$39,999",3,new york,US,ny,single,75,9280d051f29b985f5683cd11ee5b7e12,1994,22
4098,male,42:32.2,27:09.0,"$10,000-$14,999",4,kolkata,IN,wb,single,923,8efd180d15625881e875301c20df2955,1994,22
4099,female,23:25.1,12:08.0,"$40,000-$59,999",5+,tucson,US,az,cohabitating,677,5fb175548ce93f208251c010daee30e7,1987,29
4100,female,04:10.2,57:09.0,"Less than $10,000",4,bangalore,IN,ka,married,421,e062a37a511089baece6413a0f6a617c,1989,27
4101,male,19:27.5,12:09.0,"$75,000-$99,999",1,new york,US,ny,engaged,438,d05dcddc06060ca9e7577eb17b916160,1965,51
4102,female,58:25.9,57:08.0,"$60,000-$74,999",5+,atlantic city,US,nj,single,77,5809f3d85ea7c4cbcac76a1514c3ff99,1992,24
4103,female,56:21.9,42:09.0,"$60,000-$74,999",3,lakeland,US,fl,single,4452,e947cf58b776e92b825545d989cf1459,1991,25
4104,female,45:18.6,42:09.0,"$100,000 or more",4,knoxville,US,tn,divorced,189,c7d5f794be3ddd0ef58168fc2a0bec81,1960,56
4105,female,31:04.8,27:09.0,"$15,000-$24,999",3,ocala,US,fl,single,235,44830840937d8e52aa9acac8ec1735a3,1991,25
4106,male,20:11.3,12:08.0,"$75,000-$99,999",5+,stevensville,US,md,single,483,06f6b5621d47ca4b33e792e87964a0ac,1995,21
4107,female,58:14.0,57:09.0,"$40,000-$59,999",1,cleveland,US,oh,single,64,87cabe9772d71afc3ce6d8a7b9faf703,1972,44
4108,male,28:43.1,27:08.0,"$25,000-$39,999",2,springfield,US,mo,single,95,a6e7c07c6e171c75919402a36158a90e,1965,51
4109,female,13:39.5,12:09.0,"$75,000-$99,999",1,berkeley,US,ca,single,90,cc99b7a61984dd0db28055b28bdc7a05,1969,47
4110,male,57:49.6,57:10.0,"$25,000-$39,999",5+,lancaster,US,ca,cohabitating,39,63751bc35cd978dec4d119a2909a4231,1985,31
4111,male,46:56.3,42:09.0,"$75,000-$99,999",3,canton,US,oh,single,287,26d9acd2dc4a5a0617965f13bf3170ef,1990,26
4112,female,30:46.8,27:10.0,"$75,000-$99,999",3,germantown,US,md,married,216,fe4d5d91f6e8074911f581c417189052,1988,28
4113,female,13:00.2,12:08.0,"$25,000-$39,999",1,dallas,US,tx,single,52,bf53af94fa53f814b77a59807c460c73,1992,24
4114,male,59:40.4,27:09.0,"$40,000-$59,999",1,zephyrhills,US,fl,single,1951,e31135f474abe26214c148bf981312b2,1988,28
4115,male,59:37.9,42:09.0,"$25,000-$39,999",3,rancho cordova,US,ca,cohabitating,1048,d2c4785f6bf9921dfd7cc6e5d865fce6,1978,38
4116,female,57:55.1,57:09.0,"$25,000-$39,999",2,miami,US,fl,single,46,41fad5960497b93c5df4d71c11166113,1993,23
4117,female,14:07.6,12:09.0,"$100,000 or more",5+,des moines,US,ia,married,118,41085eb82434496b5e75c08a1e34f2c6,1984,32
4118,female,00:14.0,57:09.0,"$100,000 or more",3,lakewood,US,ca,single,185,6ed37850c4e2f2e173a9cf4f25027500,1993,23
4119,female,51:43.4,27:11.0,"$25,000-$39,999",3,spring,US,tx,divorced,1472,6cb6ecd9060f861bc581558e2904ad7f,1987,29
4120,male,45:49.1,42:09.0,"$40,000-$59,999",4,west fargo,US,nd,married,220,f9c324707460ba91829c22269ab6689a,1979,37
4121,male,42:52.5,27:10.0,"$60,000-$74,999",5+,fortville,US,in,married,4542,a1ec1e20ab8fec027b8432e7571586c5,1973,43
4122,female,14:40.8,12:09.0,"$40,000-$59,999",5+,sioux city,US,ia,cohabitating,151,808cf321f8646285e05434276be8a8d0,1990,26
4123,female,57:55.4,57:09.0,"$40,000-$59,999",5+,smyrna,US,de,married,46,ba432a0aa4ff6ebbc96cbdefd04003fa,1978,38
4124,male,44:25.1,42:09.0,"$100,000 or more",3,fontana,US,ca,married,136,b4d9e16a12ab7b61439577b30571f2e3,1973,43
4125,male,18:24.3,12:10.0,"$25,000-$39,999",4,chillicothe,US,oh,married,374,5bdf3728186737f78caf0c3145cda0e2,1958,58
4126,female,12:39.4,57:09.0,"$75,000-$99,999",5+,rochester,US,nh,married,11730,5972b4ebfa5a3f36efd63efd65f79bd8,1957,59
4127,female,59:54.8,57:09.0,"$25,000-$39,999",3,carolina beach,US,nc,married,165,16170d680ba0b43eff0518bbed7892f6,1983,33
4128,male,49:17.2,42:10.0,"$40,000-$59,999",2,toronto,CA,on,cohabitating,427,895c2a0dca6fc4e849c41dfb727f2808,1992,24
4129,male,28:46.7,27:09.0,"$10,000-$14,999",1,portland,US,or,single,97,0d5b412b99c70eb3a0eff80cb80ff0e2,1990,26
4130,female,20:35.8,12:11.0,"$10,000-$14,999",4,yulee,US,fl,single,504,79d101e3fb3f9a34dba6fe0b96cfaf04,1957,59
4131,male,01:47.2,57:10.0,"$10,000-$14,999",2,rochester,US,ny,single,277,a1ccc4fac80f391c710e077801126442,1968,48
4132,male,54:04.5,42:13.0,"$25,000-$39,999",5+,berea,US,ky,married,711,f5946ac9653340e3a3b8581913cd9fae,1982,34
4133,male,28:31.4,27:13.0,"$60,000-$74,999",4,?,US,?,single,78,b9ce38bd2b11b865dca5544af92b6d1b,1984,32
4134,female,15:45.5,12:15.0,"$40,000-$59,999",4,rochester,US,ny,single,210,ad172982c7e23755736dbc1d87036135,1995,21
4135,male,00:57.1,57:09.0,"$40,000-$59,999",1,burbank,US,ca,single,228,f0ebd3a16068d23c3c9c8d80ca1b768d,1978,38
4136,female,43:06.8,42:10.0,"$10,000-$14,999",2,dearborn,US,mi,single,56,b899a2611311605b8a8f6a98fa3f27d1,1990,26
